Frame Index,Time (s),Track ID,Class Name,Center X,Center Y,Width,Height,Speed
3,0.1,1,car,41.81656706879171,330.5361178714803,46.90037237121902,30.365351255344592,0
4,0.13333333333333333,1,car,49.71124476285627,330.1909602921627,48.09319782538091,30.959175282665683,237.06657858700535
5,0.16666666666666666,1,car,59.73390930791529,321.8705854694714,73.19590363964939,47.53106924317518,390.7866394793616
6,0.2,1,car,65.46341957180313,319.551271611228,80.52394454034035,52.28966417999874,185.43423139574932
7,0.23333333333333334,1,car,71.19292983569096,317.2319577529847,87.85198529939333,57.048259116822294,185.434231395748
8,0.26666666666666666,1,car,76.9224400995788,314.91264389474134,95.18002591680838,61.80685405364585,185.43423139574926
9,0.3,1,car,82.65195036346663,312.5933300364979,102.50806639258546,66.56544899046935,185.43423139574992
10,0.3333333333333333,1,car,88.38146062735446,310.2740161782545,109.83610672672458,71.3240439272929,185.43423139574926
10,0.3333333333333333,3,car,45.984965683702285,323.1786760274717,44.17223064370598,33.92040500997916,0
11,0.36666666666666664,1,car,94.11097089124229,307.9547023200111,117.16414691922574,76.08263886411646,185.43423139574926
11,0.36666666666666664,3,car,53.49765715549127,323.7201458355705,45.63916492349361,35.04389828063239,225.96537441173632
12,0.4,1,car,99.84048115513012,305.63538846176766,124.49218697008897,80.84123380093996,185.4342313957496
12,0.4,3,car,60.89488700495055,324.1314481754737,46.78077699285703,35.96132858376444,222.25967055335727
13,0.43333333333333335,1,car,105.56999141901795,303.31607460352427,131.82022687931425,85.59982873776352,185.43423139574926
13,0.43333333333333335,3,car,68.77900910554655,324.88768203395057,45.57123723855507,34.95376588007076,237.6092250970738
14,0.4666666666666667,1,car,111.29950168290577,300.99676074528094,139.14826664690156,90.35842367458704,185.43423139574824
14,0.4666666666666667,3,car,77.40028154458119,326.8637172033127,41.992749296251304,31.836807987672955,265.3449605942291
14,0.4666666666666667,6,car,124.4542855070938,325.70599213696363,81.29172637531906,47.494026691530394,0
15,0.5,1,car,117.02901194679362,298.67744688703755,146.47630627285093,95.1170186114106,185.43423139574966
15,0.5,3,car,85.74562834778581,328.0439708395624,40.800613484769244,30.59456558515444,252.85179596054763
15,0.5,6,car,133.9986975843942,323.8328468658477,82.8825496777518,48.75158425544765,291.7944954882106
16,0.5333333333333333,1,car,122.75852221068146,296.35813302879416,153.8043457571623,99.87561354823413,185.43423139574966
16,0.5333333333333333,3,car,94.5313928577724,328.01881527927196,41.277540147470916,30.70539719725349,263.57401568523056
16,0.5333333333333333,6,car,141.77547052421767,321.1385996293004,90.12368157574268,53.01082507207258,246.90777423218603
17,0.5666666666666667,1,car,128.48803247456928,294.03881917055077,161.13238509983574,104.63420848505768,185.43423139574887
17,0.5666666666666667,3,car,104.32987288638688,327.97531446819835,41.87105490194445,30.844289754664032,293.9572977024874
17,0.5666666666666667,6,car,149.55224346404114,318.4443523927531,97.36481318781199,57.2700658886975,246.90777423218603
18,0.6,1,car,134.21754273845713,291.7195053123074,168.46042430087124,109.39280342188124,185.43423139574966
18,0.6,3,car,113.27841519296587,327.45723545056387,42.998090564903976,31.435327519942973,268.9058083289247
18,0.6,6,car,157.3290164038646,315.7501051562059,104.60594451395974,61.529306705322426,246.9077742321849
19,0.6333333333333333,1,car,139.94705300234497,289.400191454064,175.7884633602688,114.1513983587048,185.43423139574966
19,0.6333333333333333,3,car,122.84667714980434,326.8550813360715,43.23665851422939,31.347639705179972,287.61572246150627
19,0.6333333333333333,6,car,165.1057893436881,313.0558579196586,111.84707555418595,65.78854752194735,246.90777423218603
19,0.6333333333333333,9,car,170.5694826979597,323.82569645759565,68.1318139196967,50.71149062000592,0
20,0.6666666666666666,1,car,145.67656326623282,287.0808775958206,183.11650227802835,118.90999329552835,185.43423139574966
20,0.6666666666666666,3,car,132.6385966918253,326.8309459939435,43.83499355486964,31.537460638253037,293.75847859923425
20,0.6666666666666666,6,car,172.88256228351156,310.3616106831112,119.08820630849061,70.04778833857222,246.90777423218657
