Frame Index,Time (s),Track ID,Class Name,Center X,Center Y,Width,Height
3,0.05,1,car,437.4944590766951,329.1585474065449,111.4682282799618,106.37527301517792
4,0.06666666666666667,1,car,437.6744409612286,328.93490453855156,111.01795474848274,105.93446817127551
5,0.08333333333333333,1,car,436.9978308686932,328.1489917028073,109.46203486872639,104.27566453108955
6,0.1,1,car,436.7830860943923,327.80700805673484,108.97468834847524,103.61185347096159
7,0.11666666666666667,1,car,437.0610752202815,328.20942745984723,109.69629674325694,104.21316072644112
8,0.13333333333333333,1,car,437.1416027604855,328.35901916699777,110.02056120809374,104.42887584280834
9,0.15,1,car,436.8293737115662,328.0453870321828,109.56959980510925,103.94509774823831
10,0.16666666666666666,1,car,436.6791852825052,327.9014820760429,109.41070100112393,103.7287491876757
11,0.18333333333333332,1,car,437.33848420529085,328.07320230338644,109.24072488033187,103.73819718784438
12,0.2,1,car,437.5443128703652,328.2839656057258,109.354634984384,104.03057269335267
13,0.21666666666666667,1,car,436.1873287133986,328.6126867036113,110.09433009814097,104.70904273398031
14,0.23333333333333334,1,car,435.8792596450251,328.6789360732219,110.24191033013005,104.8653038865491
15,0.25,1,car,435.41600299126264,329.44790410328284,111.59184143992508,106.08345919718602
16,0.26666666666666666,1,car,435.2934524857299,329.54359352930885,111.79891901368626,106.1602080661383
17,0.2833333333333333,1,car,435.3040086261401,329.5117649312716,110.93221430961154,105.19408416774735
18,0.3,1,car,436.31311540991766,329.0050243993552,109.39217456408926,103.65093630642849
19,0.31666666666666665,1,car,437.78812900266325,326.7272756466124,104.34878221892114,98.46401744469716
20,0.3333333333333333,1,car,438.77000418014734,325.4438120975228,101.77468489010425,95.68657312049157
21,0.35,1,car,435.950924423267,329.86672884379936,110.76279592521536,104.23342164324453
22,0.36666666666666664,1,car,434.98415657213354,331.49570089270117,113.99197667120256,107.38847173643899
23,0.38333333333333336,1,car,435.3916681584402,331.860949619087,113.39115179971344,106.74666082773297
24,0.4,1,car,435.733803373904,331.9323712918133,113.03373981082473,106.35577756351438
25,0.4166666666666667,1,car,435.6181647610947,332.43172085156186,113.11676658621025,106.608683059263
26,0.43333333333333335,1,car,435.5855508324852,332.5677595835575,112.94852988221334,106.59946415762994
27,0.45,1,car,435.7695655198248,333.3094282665302,112.76681963870504,106.54377304137216
28,0.4666666666666667,1,car,435.89480051079346,333.5656957198685,112.60094610245574,106.49191200236578
29,0.48333333333333334,1,car,437.71496380304893,332.5575504231491,109.09076221104925,103.29238013161654
30,0.5,1,car,438.2614110837973,332.31246873741924,107.98249357559791,102.37701459841173
31,0.5166666666666667,1,car,437.37461687729876,332.6688647871619,108.7223943646481,102.74916465305307
32,0.5333333333333333,1,car,437.06179648871114,332.70237697804123,109.0236055799025,102.71162589711474
33,0.55,1,car,437.57419264601475,333.5592048721929,108.9599138203888,102.57785705824278
34,0.5666666666666667,1,car,437.87259010948264,333.8325785378378,108.87959824033044,102.44517885842043
35,0.5833333333333334,1,car,440.0217456548443,332.8964983265913,105.39394553853015,99.37820461686266
36,0.6,1,car,441.069291100953,332.29005533000816,103.4557253140008,97.73965793981029
37,0.6166666666666667,1,car,443.5316581774467,332.25817596357837,101.69796095245829,96.78499092737923
38,0.6333333333333333,1,car,444.2316873432015,332.7003462760018,101.62224887266848,97.39509671095533
39,0.65,1,car,444.0183146001136,332.95713844975467,101.53037118834476,97.62634103097713
40,0.6666666666666666,1,car,443.9082301579375,333.17378357755996,101.55253005282151,97.98203303537241
41,0.6833333333333333,1,car,444.36837646945276,332.69426792641343,99.82913909701398,96.5833247849115
42,0.7,1,car,445.4356195128852,332.76842397304443,98.91683013530798,96.16771284789115
43,0.7166666666666667,1,car,446.54564309505326,333.4238252504898,98.708280073776,96.5894861320939
44,0.7333333333333333,1,car,447.03100670781265,333.62399735454767,98.19860616801623,96.67700691491774
45,0.75,1,car,448.0808518998787,334.0004665088054,97.35063189418224,96.53219744765323
46,0.7666666666666667,1,car,448.3251139819388,334.17468219881357,96.78763306778978,96.57346861639235
47,0.7833333333333333,1,car,448.93690090567316,334.8371029257984,95.89602303035196,96.4953967104804
48,0.8,1,car,449.0521802598266,335.1283916421024,95.25061401328264,96.56384352798841
49,0.8166666666666667,1,car,449.3915643511473,335.74881711537705,94.00305506826436,96.04794730888813
50,0.8333333333333334,1,car,449.50244734395824,335.9854348806158,93.18404906308325,95.89670468689792
51,0.85,1,car,449.63994761829235,336.6928092474356,93.07395697626617,96.47963208836165
52,0.8666666666666667,1,car,449.67913802180067,336.921512801298,92.64182071548038,96.6610015589273
53,0.8833333333333333,1,car,449.632752462775,337.2786733906757,91.58430222211786,95.95548436046397
54,0.9,1,car,449.60078024289555,337.41722692918086,91.03533572583802,95.74574695596698
55,0.9166666666666666,1,car,449.4746923543662,337.26813872880706,90.51159900180613,95.36111188169525
56,0.9333333333333333,1,car,449.4247245514488,337.201473617989,90.2345518354565,95.22212537929107
57,0.95,1,car,450.1719934681538,337.6829229364996,90.17255809367123,95.544551689505
58,0.9666666666666667,1,car,450.3731029212783,337.90471324122205,90.04731473553545,95.75289898970914
59,0.9833333333333333,1,car,449.9240416882485,338.5735313504633,89.89850954840978,95.84188328990211
59,0.9833333333333333,7,bench,700.9302111029508,102.00630857067466,80.23780901853422,39.404073645819565
60,1.0,1,car,449.7435580326618,338.84097901599415,89.7664546851322,95.93448478899188
60,1.0,7,bench,699.7659250204701,101.91379113968662,78.90785362673932,38.91658549175857
61,1.0166666666666666,1,car,448.09724750476755,341.6900572414747,94.66275354599202,101.68154316851349
61,1.0166666666666666,7,bench,700.2699391523743,100.47180671907883,78.80487213640242,39.067579778148826
62,1.0333333333333334,1,car,447.63130302271105,342.78561749931947,96.27759750078258,103.9644417342422
62,1.0333333333333334,7,bench,700.247471378532,99.81679455433698,78.14991089782325,38.96174115832082
63,1.05,1,car,444.43169541675115,343.465390207725,97.37349178162259,104.57439225284014
63,1.05,7,bench,699.5835977222931,99.29115141058205,77.57280313478645,38.67402468661392
64,1.0666666666666667,1,car,443.20935093916677,343.7074161847364,98.03684788344219,104.77189682680591
64,1.0666666666666667,7,bench,698.9197240660542,98.76550826682714,76.99569541248036,38.38630821490702
65,1.0833333333333333,1,car,447.59658057401145,342.56749745213915,93.93951332947427,100.8000366580207
65,1.0833333333333333,7,bench,698.2558504098154,98.23986512307224,76.41858773090519,38.09859174320012
66,1.1,1,car,449.29675564996273,342.14188562403376,92.2110063817388,99.31685236464017
66,1.1,7,bench,697.5919767535763,97.7142219793173,75.84148009006071,37.81087527149322
67,1.1166666666666667,1,car,449.8876178130264,341.88257162027116,90.56489553237662,97.79226928173546
67,1.1166666666666667,7,bench,696.9281030973373,97.18857883556237,75.26437248994705,37.523158799786316
68,1.1333333333333333,1,car,450.1246240314372,341.7279479348007,89.70861512257505,97.07711629814094
68,1.1333333333333333,7,bench,696.2642294410985,96.66293569180746,74.68726493056431,37.235442328079415
69,1.15,1,car,450.4134119369993,341.1924011648541,88.26972862249528,95.26000568387548
69,1.15,7,bench,695.6003557848595,96.13729254805256,74.11015741191227,36.947725856372514
70,1.1666666666666667,1,car,450.50185296458096,341.0157544292217,87.89919250132812,94.6583165716599
70,1.1666666666666667,7,bench,694.9364821286206,95.61164940429762,73.53304993399104,36.660009384665614
71,1.1833333333333333,1,car,450.7630163943655,340.9663304936232,87.36057304161079,93.856165354285
71,1.1833333333333333,7,bench,694.2726084723816,95.08600626054269,72.95594249680062,36.37229291295871
72,1.2,1,car,450.85558051290786,340.92957076107615,87.25483968006023,93.53958931022976
72,1.2,7,bench,693.6087348161427,94.56036311678778,72.378835100341,36.08457644125181
73,1.2166666666666666,1,car,450.8141151435103,340.9520934270183,87.13447635336462,93.2021720749944
73,1.2166666666666666,7,bench,692.9448611599038,94.03471997303288,71.80172774461221,35.79685996954491
74,1.2333333333333334,1,car,450.78225170288334,340.96736269690984,87.2175430474091,93.10839464626292
74,1.2333333333333334,7,bench,692.2809875036648,93.50907682927794,71.22462042961422,35.50914349783801
75,1.25,1,car,449.0598425402961,342.1207069403988,89.85790353888297,95.52541031527966
75,1.25,7,bench,691.6171138474259,92.98343368552301,70.64751315534704,35.22142702613111
76,1.2666666666666666,1,car,448.40772127240064,342.548872209924,91.06293434985741,96.43916111606814
76,1.2666666666666666,7,bench,690.953240191187,92.4577905417681,70.07040592181056,34.93371055442421
77,1.2833333333333334,1,car,448.1015539460011,343.83698806886963,94.04918519685685,99.53924827177718
77,1.2833333333333334,7,bench,690.2893665349479,91.9321473980132,69.493298729005,34.64599408271731
78,1.3,1,car,448.402281925068,343.9882562429329,93.9098068593874,99.30203696180968
