Frame Index,Time (s),Track ID,Class Name,Center X,Center Y,Width,Height
3,0.1,1,car,363.35727915696214,629.3614558279933,189.5821150874246,157.8456473561456
3,0.1,2,car,174.8138962925284,552.2679362527141,57.404684449568634,39.027931701961734
3,0.1,3,car,237.08911830203903,554.6745272411175,40.64058371009216,26.956484823072515
3,0.1,4,car,282.5707463544211,552.4775993571664,21.895575444125313,16.1729027573507
4,0.13333333333333333,1,car,364.2799268667242,629.2865673289418,190.04186201623008,158.42813819432286
4,0.13333333333333333,2,car,176.6052975107429,553.0132964785881,58.38691978054686,39.8086720524725
4,0.13333333333333333,3,car,237.63301052813526,553.7445841672657,40.75555449117229,27.194659702678678
4,0.13333333333333333,4,car,283.3271576317527,551.6952806311168,21.90292860095741,16.178334042799406
5,0.16666666666666666,1,car,366.8657825624215,629.1385474408575,190.68010020266416,159.2499479800349
5,0.16666666666666666,2,car,180.53047610134934,552.7424526603183,57.82561540856281,39.53449014666421
5,0.16666666666666666,3,car,240.0382073861855,552.2323088707889,43.26442972009761,29.15266975249915
5,0.16666666666666666,4,car,284.0835689090844,550.9129619050673,21.91028175782145,16.183765328248
6,0.2,1,car,368.1153849727285,629.3841827982778,189.431251903058,158.41987337631565
6,0.2,2,car,182.23256640100817,552.4855725167674,56.83718796444859,38.970079968004484
6,0.2,3,car,240.86307541917458,551.8635430598736,43.59374714026052,29.69610825272548
6,0.2,4,car,284.839980186416,550.1306431790179,21.91763491471744,16.18919661369671
7,0.23333333333333334,1,car,369.13564269126573,629.2783364702987,187.7457409998624,157.18941753342222
7,0.23333333333333334,2,car,184.19320443516503,551.6948309367642,54.44572130099499,37.39202800771261
7,0.23333333333333334,3,car,241.75872617386727,551.682747518398,43.34411008228594,29.864278042848127
7,0.23333333333333334,4,car,285.5963914637477,549.3483244529682,21.92498807164543,16.194627899145303
8,0.26666666666666666,1,car,370.41709778480697,628.5875018433901,186.35520011354407,156.18024738280576
8,0.26666666666666666,2,car,186.24024386143103,550.8925834159284,51.92528051077562,35.64766251074832
8,0.26666666666666666,3,car,243.02213618759828,551.0996702908716,43.257754135142704,30.19379183776755
8,0.26666666666666666,4,car,286.35280274107936,548.5660057269185,21.932341228605424,16.200059184593897
9,0.3,1,car,371.34069015828686,627.5599894093634,184.8864788268159,155.06938171333047
9,0.3,2,car,188.0531742719688,550.153340469773,50.39787139591647,34.53785605507335
9,0.3,3,car,243.94740918508035,550.7865408367571,42.44094202811792,30.018007110515555
9,0.3,4,car,287.109214018411,547.7836870008691,21.939694385597363,16.205490470042605
10,0.3333333333333333,1,car,371.9138733885744,625.2311586720922,180.55176869394109,151.18581709048794
10,0.3333333333333333,2,car,189.04918120332565,549.564434796148,49.80637277458129,34.16029071995035
10,0.3333333333333333,3,car,244.38203118000456,550.1290464103504,41.392818194990895,29.61929768048492
10,0.3333333333333333,4,car,288.4937947952405,549.3970166214142,20.607450319227723,14.97496467483154
11,0.36666666666666664,1,car,372.28570057201864,622.8910340505871,176.62326396391393,147.44515481220856
11,0.36666666666666664,2,car,190.17273709038915,548.898844126187,50.264807052462686,34.56627443330308
11,0.36666666666666664,3,car,244.58721923421825,549.3121490547809,40.181517765778636,29.076690333523402
11,0.36666666666666664,4,car,289.3238961835532,548.8957296752794,20.415402431839368,14.83540672645961
12,0.4,1,car,372.95299862762437,621.7324347628598,176.66923962918656,147.1548113508171
12,0.4,2,car,192.4600370581024,548.6748535606062,50.91655672874123,35.137479101175245
12,0.4,3,car,245.08717885633797,548.6625876041435,39.03011851081226,28.535506615859163
12,0.4,4,car,288.08173517695684,548.7031547005605,20.98168279427074,15.19286490825425
13,0.43333333333333335,1,car,373.3400676183803,621.2554135189584,177.05346916233566,147.21010138785232
13,0.43333333333333335,2,car,193.97228725790933,548.1653127746549,51.65794140196496,35.80936066031302
13,0.43333333333333335,3,car,245.33992699537933,547.8745686007107,37.63860075484894,27.715730654107574
13,0.43333333333333335,4,car,287.980817796388,548.1317612524006,21.66797292957756,15.676089283141437
14,0.4666666666666667,1,car,373.7568685346506,621.6683134291837,178.44715666633016,148.2585122371745
14,0.4666666666666667,2,car,195.30333171687172,548.685558796439,51.36076390979571,35.72214661631426
14,0.4666666666666667,3,car,245.45079311041167,548.1448007249544,37.921267141082154,28.212097494019304
14,0.4666666666666667,4,car,287.92570638245064,548.592735885739,21.62643175491837,15.584676805443678
15,0.5,1,car,374.5299675691209,622.645008767684,179.6136215841252,149.2137679060013
15,0.5,2,car,196.67254084939742,549.3884347755272,49.74195211605925,34.695268418066576
15,0.5,3,car,245.7518621924173,548.7443322410671,38.337161547433254,28.861555265399147
15,0.5,4,car,288.3388420094637,548.2325711922133,21.606260097806967,15.570138503572366
16,0.5333333333333333,1,car,376.1846571658551,623.2400470923026,179.42714766691847,149.03296558171076
16,0.5333333333333333,2,car,198.25040043793285,549.7198440802176,48.75255181419027,34.177320268587096
16,0.5333333333333333,3,car,247.41848676615263,549.4272406024529,38.169095183709004,29.02768875366735
16,0.5333333333333333,4,car,288.7519776364767,547.8724064986877,21.586088435562658,15.555600201701168
17,0.5666666666666667,1,car,377.91914886859917,623.7783397950818,178.5916485654726,148.1711933371172
17,0.5666666666666667,2,car,200.8206769938771,550.3972454089686,48.33643313634198,34.120409221353384
17,0.5666666666666667,3,car,249.4374379731631,549.8472894954732,38.091779474107454,29.33815198254206
17,0.5666666666666667,4,car,289.1651132634898,547.5122418051619,21.56591676818539,15.541061899829856
18,0.6,1,car,379.2544081436588,624.3550826337398,177.4530396115477,147.01663709435854
18,0.6,2,car,203.0718461726366,551.040892109861,48.612353281276626,34.575361836059415
18,0.6,3,car,250.36896862093377,550.2777230593917,37.92261150550047,29.551468394312224
18,0.6,4,car,289.5782488905029,547.1520771116361,21.54574509567516,15.526523597958544
19,0.6333333333333333,1,car,380.9121785295908,624.7918834850319,177.7021082606458,147.14040231774402
19,0.6333333333333333,2,car,205.35321444062217,551.5118310325813,47.999054558493356,34.37286857507627
19,0.6333333333333333,3,car,251.44848811547683,550.6800138674009,37.42270478118198,29.405531980153683
19,0.6333333333333333,4,car,289.9913845175158,546.7919124181105,21.52557341803191,15.511985296087346
20,0.6666666666666666,1,car,382.9681371031979,625.1769507674608,177.57515754039252,146.85032158723448
20,0.6666666666666666,2,car,207.9790117110593,551.9983360940851,47.749159838846566,34.416109743321954
20,0.6666666666666666,3,car,252.9903243273209,551.0499491887024,35.67795232005864,28.104607331751367
20,0.6666666666666666,4,car,290.40452014452893,546.4317477245849,21.50540173525576,15.497446994216034
20,0.6666666666666666,5,car,296.59042436682427,552.3104068464726,29.687264783566775,16.084319621973464
21,0.7,1,car,384.9462914288806,625.3818928825328,177.7123799145329,146.87614167477068
21,0.7,2,car,209.9758950131662,552.536382388208,48.43169170925063,35.20701623929756
21,0.7,3,car,253.70628937848755,551.2612358787817,35.47612309263698,27.925022066390852
21,0.7,4,car,290.81765577154204,546.0715830310592,21.485230047346647,15.482908692344722
21,0.7,5,car,297.11125850243354,552.4166365078897,29.68720821505792,16.181832150291598
22,0.7333333333333333,1,car,386.2222145209673,625.5263146969487,176.99966034185883,146.21407081307177
22,0.7333333333333333,2,car,212.26849475586124,552.3240329860319,48.57111219069296,35.65509501146187
22,0.7333333333333333,3,car,254.56473767962285,551.5642133126285,34.87391266072623,27.458704962061006
22,0.7333333333333333,4,car,296.56042418464006,552.2322860147377,21.97152030428714,15.610695008336506
22,0.7333333333333333,5,car,297.4719070793821,552.4970162171642,29.92277742741487,16.310235876878323
23,0.7666666666666667,1,car,387.3732924569389,625.53068924952,176.02675546661288,145.34295950484682
23,0.7666666666666667,2,car,214.54153377708508,552.438658831801,48.58844518791011,35.86362271764688
23,0.7666666666666667,3,car,255.53332476961916,551.6993700719945,34.59234576010016,27.334211915247124
23,0.7666666666666667,4,car,297.19157242030826,552.7659928539574,21.777905390678825,15.285948763323745
23,0.7666666666666667,5,car,297.83255565633067,552.5773959264386,30.158346633240342,16.43863960346505
